time_delta,S0_o,S0_n,S0_h_km,S0_i,S0_e,S0_p,throughput_Gbps,total_accommodated_flow,NS_selt,EW_selt,NESW_selt,HG_selt,LG_selt,dead_GS_count,GS_coverage_metric,NS_sth,EW_sth,HG_sth,LG_sth,NESW_sth,NS_cnt,EW_cnt,HG_cnt,LG_cnt,NESW_cnt
0.0,27,13,1015.0,98.98,10,50.0,1344.260459663999,11.45235501903308,6.725663716814159,5.502215657311669,5.1454898157129,4.46716476602438,5.921501706484642,0,174.16063193178914,1.1888190097836404,1.1478045351819743,1.1100961894963937,2.2879331224166823,1.1746658180742373,3.0,3.0,5.0,3.0,3.0
0.0,27,13,1015.0,98.98,10,30.0,1327.274905874158,12.156532653968187,6.238938053097345,5.376661742983751,5.126091173617846,4.738497837200157,4.940273037542662,0,174.0800655392165,1.1924225598756497,1.1454618081802455,1.1077693097704708,2.2423555884564523,1.1735371323233341,3.0,3.0,5.0,3.0,3.0
0.0,27,13,1015.0,98.98,10,5.0,1280.8612685944597,13.0106746962794,6.1946902654867255,4.726735598227474,4.582929194956353,4.9646087298466375,4.6416382252559725,0,174.05424535415023,1.193099121742388,1.1473820434946158,1.0993900683278544,2.2041696056368845,1.1717744167827642,3.0,3.5,6.0,3.5,3.0
0.0,27,13,1015.0,98.98,10,40.0,1329.2831781494513,11.58691524611412,5.9734513274336285,5.376661742983751,5.067895247332687,4.624459300039323,5.563139931740614,0,174.26554096692274,1.1906553164684255,1.1460724161633342,1.1080391885784875,2.265843700006658,1.1754417817613514,3.0,3.0,5.0,3.0,3.0
0.0,27,13,1015.0,98.98,10,45.0,1330.007359390125,11.124732528749673,6.814159292035399,5.731166912850813,5.242483026188167,4.402280770743216,5.5290102389078495,0,174.32450804115174,1.1900613039250894,1.1474665211331585,1.1092810912052522,2.285315529657735,1.1744267024772461,3.0,3.0,5.0,3.0,3.0
0.0,27,13,1015.0,98.98,10,25.0,1317.350757328241,12.368356722957945,6.238938053097345,5.051698670605613,4.932104752667313,4.87809673613842,5.0,0,174.16616218751528,1.193099121742388,1.1455673319153281,1.1075005305855947,2.2423555884564523,1.1743377120974978,3.0,3.0,5.0,3.0,3.0
0.0,27,13,1015.0,98.98,10,20.0,1312.1030799212983,12.469292240175946,5.9734513274336285,4.82274741506647,4.66537342386033,4.998033818324813,5.025597269624573,0,174.18202988245346,1.193099121742388,1.1454618081802455,1.1067886056879521,2.232213442993798,1.1754417817613514,3.0,3.0,5.0,3.0,3.0
0.0,27,13,1015.0,98.98,10,10.0,1297.626725837486,13.343956208946592,6.415929203539823,4.748892171344165,4.4519883608147435,5.086511993708219,4.735494880546074,0,174.2274731485776,1.193099121742388,1.145317794615522,1.1034298866817513,2.2057824950248834,1.1712317401431802,3.0,3.5,6.0,3.5,3.0
0.0,27,13,1015.0,98.98,10,35.0,1322.366344388075,11.977630198160584,5.88495575221239,5.420974889217135,5.213385063045587,4.579237121510028,5.392491467576792,0,174.19278366899545,1.1908574363595603,1.1462823425869964,1.10803459139362,2.2499035255268507,1.1738045091989682,3.0,3.0,5.0,3.0,3.0
0.0,27,13,1015.0,98.98,10,15.0,1309.691867663473,12.807757860580793,6.106194690265487,4.7858197932053175,4.544131910766247,5.029492725127802,4.897610921501706,0,174.16953552383802,1.193099121742388,1.145317794615522,1.1064971371174097,2.2098482030799174,1.17307761746281,3.0,3.5,6.0,3.5,3.0
0.0,27,13,1015.0,98.98,10,0.0,1279.8752454950345,13.008049009797471,6.150442477876107,4.896602658788774,4.5489815712900095,4.899724734565474,4.573378839590444,0,174.0669942709439,1.193099121742388,1.1463512578762458,1.0982351109868964,2.2240247944708935,1.172411959970606,3.0,3.5,6.0,3.5,3.0
