o,n,h,i,e,p,gbps,time_s,total_sat
72,10,575.0,32.4,10.6,50.0,2809.5756901245486,30907.73835799101,720
56,14,591.4,31.9,11.2,50.0,2793.5510044801663,30491.801768327015,784
68,17,631.5,36.9,14.1,50.0,3564.940769359723,40785.452771967044,1156
108,12,615.0,36.6,13.5,50.0,4119.266904878988,42361.86187864095,1296
144,11,548.1,38.2,12.1,50.0,4748.054244743839,51742.443821064,1584
324,12,545.0,45.6,15.0,36.71,8115.501850880245,118486.053687935,3888
323,10,625.1,45.9,15.1,36.95,7406.475512999981,99844.62119232793,3230
336,10,528.1,47.0,14.7,37.14,7594.278704736804,105858.08624965209,3360
