time_delta,S0_o,S0_n,S0_h_km,S0_i,S0_e,S0_p,throughput_Gbps,total_accommodated_flow,NS_selt,EW_selt,NESW_selt,HG_selt,LG_selt,dead_GS_count,GS_coverage_metric,NS_sth,EW_sth,HG_sth,LG_sth,NESW_sth,NS_cnt,EW_cnt,HG_cnt,LG_cnt,NESW_cnt
0.0,27,13,740.0,98.98,10,50.0,1318.6233777379014,10.20993977145595,3.982300884955752,3.2200886262924664,3.743937924345296,2.0743216673220606,5.870307167235495,0,144.90464777661018,1.1221903316196655,1.109428635367414,1.1608780607195561,1.9468307845053605,1.119893632959333,4.0,4.0,6.0,3.0,4.0
0.0,27,13,840.0,98.98,10,50.0,1349.988041284581,9.722688188962357,4.424778761061947,3.707533234859675,4.485935984481086,2.7408572552103814,6.305460750853243,0,156.28417635276963,1.1428444750533875,1.115698174781199,1.1321314231650415,2.0510672294725687,1.133261839622977,3.0,3.0,6.0,3.0,3.0
0.0,27,13,850.0,98.98,10,50.0,1341.2039486150768,12.404672802807038,5.176991150442478,3.9290989660265883,4.311348205625606,3.584349193865513,3.6177474402730376,0,157.2925516972264,1.1451869522339764,1.1176875129433652,1.1316016264429862,2.064781064508557,1.1354669317178097,3.0,3.0,6.0,3.0,3.0
0.0,27,13,900.0,98.98,10,50.0,1338.6623429960093,10.781432055451198,5.221238938053097,4.623338257016249,4.95635305528613,3.147856861974047,6.4163822525597265,0,162.14659681571771,1.1571147754986995,1.1248920649901148,1.1276570704786428,2.133961351518807,1.146678549471177,3.0,3.0,6.0,3.0,3.0
0.0,27,13,630.0,98.98,10,50.0,1225.464481796264,8.921363145297976,3.0088495575221237,2.4076809453471197,2.681862269641125,1.313409359024774,5.477815699658703,0,129.41425409384019,1.1119168628560139,1.1300018212722573,1.1851369737309096,1.8169662112365903,1.1192011255954022,4.0,4.0,7.0,3.0,4.0
0.0,27,13,790.0,98.98,10,50.0,1350.6786384040206,10.723592902525029,4.292035398230089,3.9734121122599704,4.1076624636275465,2.4616594573338575,5.921501706484642,0,150.84515830775322,1.1337738346200774,1.1127777864950132,1.1465597978060902,2.001697217820001,1.1239038901525444,3.0,4.0,6.0,3.0,3.5
0.0,27,13,950.0,98.98,10,50.0,1317.9721203100503,10.200425954813692,5.0884955752212395,5.561299852289513,4.91270611057226,3.625639009044436,6.160409556313994,0,167.4092875640326,1.1704764163263464,1.1346928510864063,1.1226366096739506,2.1973495095438462,1.158813711917868,3.0,3.0,5.0,3.0,3.0
0.0,27,13,590.0,98.98,10,50.0,1191.3284786889383,8.20546769882618,2.7876106194690267,2.06794682422452,2.3520853540252182,1.0853322847031066,5.477815699658703,0,123.61127933699356,1.1082247459195527,1.1339057411856355,1.199376986831231,1.7760667964070693,1.1181829773461587,4.0,5.0,7.0,3.0,4.0
0.0,27,13,680.0,98.98,10,50.0,1266.0374003128823,9.326934575955297,3.893805309734513,3.153618906942393,3.089233753637245,1.5257569799449469,5.802047781569966,0,136.92553158807485,1.115329469019178,1.1159918942347988,1.1735311385392666,1.8715544066208656,1.1202572881340618,4.0,4.0,7.0,3.0,4.0
0.0,27,13,730.0,98.98,10,50.0,1313.8017286103357,10.015036745168993,4.026548672566372,3.308714918759232,3.870029097963142,1.9406213134093588,5.7593856655290105,0,143.90021500426903,1.1199226842162142,1.1076072398601764,1.1610826648044532,1.9331904568007354,1.1181664539846485,4.0,4.0,6.0,3.0,4.0
0.0,27,13,1000.0,98.98,10,50.0,1290.4757178537036,10.225044876776487,6.017699115044247,5.635155096011816,5.208535402521823,4.199764058198978,5.588737201365188,0,172.8116751028858,1.1845318004261172,1.144742270038163,1.1107137575929305,2.2663566403781994,1.1711435558413532,3.0,3.0,5.0,3.0,3.0
0.0,27,13,540.0,98.98,10,50.0,1147.9770162192692,7.978473773108869,2.920353982300885,1.7208271787296898,2.1435499515033944,0.906409752261109,4.675767918088737,0,116.2327127284281,1.0996571274333444,1.164056005658867,1.2081403491899558,1.729147398950171,1.1279953514461625,4.0,5.0,8.0,3.0,4.0
0.0,27,13,890.0,98.98,10,50.0,1347.8409699566405,10.992723415098576,4.778761061946903,4.807976366322009,4.655674102812803,3.230436492331892,6.049488054607508,0,161.1348436119213,1.1547008189642436,1.123238182431179,1.1283254287025914,2.122942763510846,1.1443999562520752,3.0,3.0,6.0,3.0,3.0
0.0,27,13,780.0,98.98,10,50.0,1336.6184182586542,10.583438067456875,3.893805309734513,3.6484490398818314,4.122211445198836,2.3613841918993317,6.040955631399317,0,149.58345207602991,1.1314248570652032,1.1109843460023991,1.1544901095040687,1.9919659123696833,1.1229144511474134,3.5,4.0,6.0,3.0,4.0
0.0,27,13,560.0,98.98,10,50.0,1177.1975314939698,8.432495727220727,2.8761061946902653,1.8463810930576072,2.2259941804073717,0.9732599292174596,5.1194539249146755,0,119.05979450085299,1.103256386295396,1.1626194742764877,1.2089991934010054,1.7464009752418288,1.1226157541321133,4.0,5.0,7.5,3.0,4.0
0.0,27,13,580.0,98.98,10,50.0,1177.8823723800162,8.15757763089027,2.9646017699115044,1.7725258493353029,2.3569350145489816,0.9889893826189541,5.716723549488054,0,122.10345999256889,1.1075608310298228,1.1423526008748077,1.2027540220477928,1.7683964940019414,1.1190310562069805,4.0,5.0,7.0,3.0,4.0
