time_delta,S0_o,S0_n,S0_h_km,S0_i,S0_e,S0_p,throughput_Gbps,total_accommodated_flow,NS_selt,EW_selt,NESW_selt,HG_selt,LG_selt,dead_GS_count,GS_coverage_metric,NS_sth,EW_sth,HG_sth,LG_sth,NESW_sth,NS_cnt,EW_cnt,HG_cnt,LG_cnt,NESW_cnt
0.0,147,12,1200.0,41,20,50.0,4640.854185389899,37.973947477018775,18.628318584070797,9.918759231905465,13.700290979631427,7.029099488792764,17.84982935153584,0,207.98878080146127,1.2754081931199437,1.2253298614646182,1.232732458814689,2.3119222516579643,1.2395296751700302,3.0,4.0,6.0,3.0,3.0
0.0,28,63,1200.0,41,20,35.0,3780.103088681945,28.053037537957458,17.212389380530972,9.512555391432793,13.899127061105723,3.543059378686591,17.073378839590443,0,207.77361164829173,1.261433661996525,1.2060330830218933,1.2052860825422924,2.303451772668687,1.2233616869052437,3.0,4.0,12.5,3.0,3.0
0.0,12,147,1200.0,41,20,50.0,3288.6353100608094,25.337238968354914,14.646017699115044,9.209748892171344,11.469447138700291,3.114431773495871,14.18088737201365,0,207.92509712837918,1.264309261230595,1.2158108831323124,1.2048093736092498,2.3043068353410376,1.2297014287559278,3.0,4.0,18.5,3.0,3.0
0.0,28,63,1200.0,41,20,10.0,3778.9454182068125,27.753785081855536,16.01769911504425,9.593796159527326,13.811833171677982,3.4427841132520647,17.389078498293514,0,207.74791104849436,1.261187672406749,1.2060760392305507,1.2053430906063098,2.2991254034578237,1.2233616869052437,3.0,4.0,12.0,3.0,3.0
0.0,98,18,1200.0,41,20,10.0,3419.0820534220165,26.32822742933847,14.557522123893804,8.655834564254063,12.58486905916586,3.3444750294927252,14.377133105802049,0,207.8099812347392,1.2918201553782616,1.2095273610944954,1.2170745035500807,2.327131667068039,1.2362827339070936,3.0,4.0,11.0,3.0,3.0
0.0,21,84,1200.0,41,20,10.0,3661.089386689942,27.107512971165416,16.194690265486724,9.283604135893649,13.263821532492726,3.4998033818324816,15.656996587030717,0,207.82941157453206,1.253820657746428,1.2069324287736192,1.2032735527417568,2.312503033170844,1.221621968812449,3.0,4.0,14.0,3.0,3.0
0.0,98,18,1200.0,41,20,40.0,4259.827850802849,34.10331813691816,16.72566371681416,9.290989660265879,13.273520853540251,5.637042862760519,17.8839590443686,0,207.83997885088286,1.2577386974342306,1.221802232468166,1.229302947925903,2.3033312461042206,1.232218938328804,3.0,4.0,8.0,3.0,3.0
0.0,147,12,1200.0,41,20,30.0,4557.958514143209,38.510569034271185,16.548672566371682,9.697193500738551,12.759456838021338,7.449862367282736,16.945392491467576,0,207.99296947074887,1.2608709495746697,1.2283235380500788,1.2368440517598134,2.308764945449144,1.246593731650714,3.0,4.0,6.0,3.0,3.0
0.0,14,126,1200.0,41,20,5.0,3370.610302600286,25.92603082328695,14.380530973451327,9.12850812407681,12.104752667313289,3.2048761305544633,14.112627986348123,0,207.76727426482415,1.2551021562446627,1.2081229861900251,1.2034744906049861,2.3079757089364437,1.2233616869052437,3.0,4.0,17.0,3.0,3.0
0.0,63,28,1200.0,41,20,50.0,3848.247515837827,30.299440020280542,16.01769911504425,9.239290989660267,13.142580019398642,4.40031458906803,16.13481228668942,0,207.86057448965934,1.2572474579912267,1.2205885549298625,1.2297609567309915,2.3029215104271508,1.2265341357815043,3.0,4.0,9.0,3.0,3.0
