o,n,i,h_km,e,p,t_ns,k,th_POP_GDP,th_POP_ONLY,cov,dead_cnt,NS_sth,EW_sth,NESW_sth,HG_sth,LG_sth,NS_cnt,EW_cnt,NESW_cnt,HG_cnt,LG_cnt,NS_selt,EW_selt,NESW_selt,HG_selt,LG_selt,ttl_accm_flw,flw_pr_lnk,unq_lnk_pr_flw
44,36,35.6,550,10.0,10,0,20,3672.9012509449735,3790.601840352274,201.87641604678913,0,1.0909326126459988,1.0763976775977147,1.0816922559275375,1.1148084105529712,1.4202404271399423,3.0,4.0,3.0,12.0,3.0,368,1116,2701,1669,1780,1370.9914869084798,8,37.0
48,33,35.6,550,10.0,20,0,20,3561.1141731832636,3709.6963709463303,201.89198797608034,0,1.0875897967052865,1.0768116697347343,1.0822167051037594,1.115816835963564,1.43183122786297,3.0,4.0,3.0,12.0,3.0,342,1083,2679,1672,1699,1369.5361201733035,7,37.0
88,18,35.6,550,10.0,50,0,20,4049.767574650418,4157.344550438389,201.89371144909143,0,1.0815424921603225,1.0823086221193527,1.0815721801447646,1.1373609992775837,1.4456933858745127,3.0,4.0,3.0,8.0,3.0,379,1016,2559,2615,1888,1674.159558378148,8,42.0
66,24,35.6,550,10.0,0,0,20,3531.956503694168,3615.3815826076875,202.0145869867025,0,1.0876454801520732,1.0765407618145826,1.0834100876675792,1.113704614040868,1.4274850311231528,3.0,4.0,3.0,12.0,3.0,352,1060,2592,1709,1577,1353.2080550946973,7,37.0
48,33,35.6,550,10.0,0,0,20,3604.662993132292,3721.6724733691517,201.89190430113598,0,1.0881050021307799,1.0758288941086107,1.0818560477523798,1.1147254620397116,1.4299501799346368,3.0,4.0,3.0,12.0,3.0,382,1062,2672,1649,1769,1364.5303803948987,7.0,37.0
36,44,35.6,550,10.0,10,0,20,3679.162287699386,3782.1215394368373,202.0120461162818,0,1.0829304593738736,1.0776642980856908,1.0817070962087834,1.114827641249584,1.423263542777587,3.0,4.0,3.0,12.0,3.0,374,1058,2734,1670,1885,1373.2243063060255,8.0,37.0
48,33,35.6,550,10.0,40,0,20,3463.082186736632,3616.3584629111897,202.02407181185077,0,1.0853608309988583,1.0795567864113909,1.0829585506779487,1.1169109973454487,1.4328283345999009,3.0,4.0,3.0,12.0,3.0,356,1092,2619,1709,1547,1365.9681485091037,7,36.0
66,24,35.6,550,10.0,10,0,20,3528.60355790785,3607.5889489242863,202.02412372280378,0,1.0876780111303141,1.077214429261827,1.0822444316057553,1.114054585333769,1.425567685684475,3.0,4.0,3.0,12.0,3.0,345,1040,2626,1716,1570,1361.0499503055603,7,37.0
66,24,35.6,550,10.0,20,0,20,3506.0566283977073,3605.2307432875773,201.90561575700124,0,1.0875038644010153,1.0784403295950196,1.0843385399509207,1.1157853590019426,1.4297507445428015,3.0,4.0,3.0,12.0,3.0,332,1058,2533,1793,1538,1368.7783149390748,7,36.0
36,44,35.6,550,10.0,20,0,20,3676.4556744556094,3789.271103837523,201.8600562220073,0,1.0829304593738736,1.0777582899420923,1.0817705160762416,1.1146754963314671,1.4195602835584187,3.0,4.0,3.0,12.0,3.0,385,1063,2744,1721,1803,1373.840571914522,8,37.0
99,16,35.6,550,10.0,50,0,20,4151.00155449183,4309.128446341004,201.8973001803818,0,1.0855035062380811,1.082509759161626,1.082343388372447,1.1369831885852366,1.4293576505696604,3.0,4.0,3.0,7.0,3.0,380,1108,2593,2829,1855,1731.4428271426218,9,42.0
36,44,35.6,550,10.0,40,0,20,3639.7409083713933,3719.920654861361,201.98824489625832,0,1.087863104840266,1.076558464254757,1.080346950924353,1.113771812836765,1.415620513187976,3.0,4.0,3.0,12.0,3.0,352,1076,2683,1703,1709,1389.665582729198,8,37.0
48,33,35.6,550,10.0,10,0,20,3594.697924092275,3728.720666672236,201.87050615815147,0,1.0875897967052865,1.0758342581211988,1.0817970714265948,1.115177017972821,1.4340258379340418,3.0,4.0,3.0,12.0,3.0,379,1081,2634,1698,1765,1369.4900721613803,7.0,37.0
48,33,35.6,550,10.0,30,0,20,3513.4462839868256,3658.1702667873237,202.04269051959116,0,1.086108485201053,1.0784527385344964,1.0825223062596456,1.1158187928332415,1.4314281936788844,3.0,4.0,3.0,12.0,3.0,364,1087,2646,1696,1615,1382.6199527342467,7.0,36.0
36,44,35.6,550,10.0,30,0,20,3651.4513119284866,3762.677688579139,201.8636106910509,0,1.0858210043289946,1.0771826152767408,1.080875450329048,1.1142331351509582,1.4159111262771975,3.0,4.0,3.0,12.0,3.0,361,1069,2722,1695,1785,1378.4869024362854,8,37.0
132,12,35.6,550,10.0,50,0,20,4354.697926034937,4526.516983356478,201.8990105343228,0,1.087303002497295,1.0848669622940261,1.0849556100191444,1.1348606801006378,1.4285092554299272,3.0,4.0,3.0,6.0,3.0,412,1134,2536,3236,1914,1852.6095643899696,9.0,44.0
144,11,35.6,550,10.0,0,0,20,3362.0076836486523,3406.7025829901368,201.86343514914572,0,1.087275848185545,1.0797091141183721,1.0864753039673443,1.1167398582779358,1.4156502281663026,3.0,5.0,4.0,16.0,3.5,367,930,2426,1955,1296,1372.2617800494836,6.0,34.0
