time_delta,S0_o,S0_n,S0_h_km,S0_i,S0_e,S0_p,throughput_Gbps,total_accommodated_flow,NS_selt,EW_selt,NESW_selt,HG_selt,LG_selt,dead_GS_count,GS_coverage_metric,NS_sth,EW_sth,HG_sth,LG_sth,NESW_sth,NS_cnt,EW_cnt,HG_cnt,LG_cnt,NESW_cnt,topology_type
0.0,324,12,550.0,44.9,16.8,50.0,8004.327284366509,45.22954740196475,7.831858407079646,10.110782865583456,10.557710960232784,7.034998033818325,16.075085324232084,0,196.58692110920964,1.491074734015805,1.1805413210253612,1.1799999669859251,1.4416543571006102,1.1464055556414514,5.0,4.5,8.0,3.0,4.0,SS_ISL
0.0,324,12,540.0,46.199999999999996,16.2,50.0,8021.534154931055,45.766040733697395,8.893805309734514,10.84194977843427,11.096023278370513,7.105780574125049,16.186006825938566,0,198.51850004629912,1.4211096380286776,1.177375713976854,1.1692585299418703,1.449450848216947,1.1414404754907221,5.0,4.0,7.0,3.0,4.0,IS2_ISL
0.0,324,12,540.0,43.8,16.2,50.0,8016.3414401773625,45.45039924280866,9.823008849557523,11.070901033973414,11.100872938894277,7.119543845851356,17.517064846416382,0,200.4320970305762,1.427874768190487,1.1660191976228886,1.1706375621154497,1.4268215400706514,1.140106318494654,5.0,4.0,7.0,3.0,4.0,IS3_ISL
