src,dst,time_ns,ping_ns
1605,1608,0,19290182
1605,1608,1000000000,19295501
1605,1608,2000000000,19300991
1605,1608,3000000000,19306652
1605,1608,4000000000,19312482
1605,1608,5000000000,19318490
1605,1608,6000000000,19324671
1605,1608,7000000000,19331013
1605,1608,8000000000,19337549
1605,1608,9000000000,19344266
1605,1608,10000000000,19351163
1605,1608,11000000000,20620265
1605,1608,12000000000,20613521
1605,1608,13000000000,20607187
1605,1608,14000000000,20601260
1605,1608,15000000000,20595734
1605,1608,16000000000,20590614
1605,1608,17000000000,20585895
1605,1608,18000000000,20581576
1605,1608,19000000000,20577655
1605,1608,20000000000,20574130
1605,1608,21000000000,20571002
1605,1608,22000000000,20568270
1605,1608,23000000000,20565931
1605,1608,24000000000,20563984
1605,1608,25000000000,20562433
1605,1608,26000000000,20561270
1605,1608,27000000000,20560499
1605,1608,28000000000,20560120
1605,1608,29000000000,20560131
1605,1608,30000000000,20560532
1605,1608,31000000000,20561326
1605,1608,32000000000,20562508
1605,1608,33000000000,20564081
1605,1608,34000000000,20566045
1605,1608,35000000000,20568400
1605,1608,36000000000,20571145
1605,1608,37000000000,20574285
1605,1608,38000000000,20577816
1605,1608,39000000000,20581742
1605,1608,40000000000,20586062
1605,1608,41000000000,20587579
1605,1608,42000000000,20578701
1605,1608,43000000000,20570021
1605,1608,44000000000,20561541
1605,1608,45000000000,20553258
1605,1608,46000000000,20545173
1605,1608,47000000000,20537285
1605,1608,48000000000,20529594
1605,1608,49000000000,20522096
1605,1608,50000000000,20514793
1605,1608,51000000000,20507683
1605,1608,52000000000,20500767
1605,1608,53000000000,20494043
1605,1608,54000000000,20487512
1605,1608,55000000000,19402345
1605,1608,56000000000,19401000
1605,1608,57000000000,19399869
1605,1608,58000000000,19398944
1605,1608,59000000000,19398230
1605,1608,60000000000,19397724
1605,1608,61000000000,19397422
1605,1608,62000000000,19397328
1605,1608,63000000000,19397440
1605,1608,64000000000,19397758
1605,1608,65000000000,19398280
1605,1608,66000000000,19399006
1605,1608,67000000000,19399935
1605,1608,68000000000,19401068
1605,1608,69000000000,19402405
1605,1608,70000000000,19403946
1605,1608,71000000000,19405689
1605,1608,72000000000,19407635
1605,1608,73000000000,19409785
1605,1608,74000000000,19412135
1605,1608,75000000000,19414690
1605,1608,76000000000,19417448
1605,1608,77000000000,19420390
1605,1608,78000000000,19423553
1605,1608,79000000000,19426920
