src,dst,time_ns,ping_ns
1585,1593,0,101961142
1585,1593,1000000000,101936970
1585,1593,2000000000,101913221
1585,1593,3000000000,101889897
1585,1593,4000000000,101866995
1585,1593,5000000000,101844518
1585,1593,6000000000,101822469
1585,1593,7000000000,101800842
1585,1593,8000000000,101779638
1585,1593,9000000000,101758864
1585,1593,10000000000,101738509
1585,1593,11000000000,101718581
1585,1593,12000000000,101699079
1585,1593,13000000000,101680005
1585,1593,14000000000,101661350
1585,1593,15000000000,101643125
1585,1593,16000000000,101625325
1585,1593,17000000000,101607951
1585,1593,18000000000,101590999
1585,1593,19000000000,101574480
1585,1593,20000000000,101558382
1585,1593,21000000000,101542713
1585,1593,22000000000,101527471
1585,1593,23000000000,101512659
1585,1593,24000000000,101498267
1585,1593,25000000000,101484312
1585,1593,26000000000,101470776
1585,1593,27000000000,101457678
1585,1593,28000000000,101445003
1585,1593,29000000000,101432759
1585,1593,30000000000,101420946
1585,1593,31000000000,101409566
1585,1593,32000000000,101398616
1585,1593,33000000000,101388094
1585,1593,34000000000,101378001
1585,1593,35000000000,101368345
1585,1593,36000000000,101359131
1585,1593,37000000000,101350344
1585,1593,38000000000,101341995
1585,1593,39000000000,101334084
1585,1593,40000000000,101326609
1585,1593,41000000000,101319572
1585,1593,42000000000,101312975
1585,1593,43000000000,101306820
1585,1593,44000000000,101301102
1585,1593,45000000000,101295831
1585,1593,46000000000,101290998
1585,1593,47000000000,101286614
1585,1593,48000000000,101282671
1585,1593,49000000000,101279178
1585,1593,50000000000,101276131
1585,1593,51000000000,101273538
1585,1593,52000000000,101271389
1585,1593,53000000000,101269698
1585,1593,54000000000,101268454
1585,1593,55000000000,101267673
1585,1593,56000000000,101267348
1585,1593,57000000000,101267475
1585,1593,58000000000,101268065
1585,1593,59000000000,101269116
1585,1593,60000000000,101270633
1585,1593,61000000000,101272612
1585,1593,62000000000,101275056
1585,1593,63000000000,101277969
1585,1593,64000000000,101281353
1585,1593,65000000000,101285210
1585,1593,66000000000,101289540
1585,1593,67000000000,101294339
1585,1593,68000000000,101299626
1585,1593,69000000000,101305387
1585,1593,70000000000,101311638
1585,1593,71000000000,101318359
1585,1593,72000000000,101325576
1585,1593,73000000000,101333271
1585,1593,74000000000,101341460
1585,1593,75000000000,101350145
1585,1593,76000000000,101359317
1585,1593,77000000000,101368991
1585,1593,78000000000,101379157
1585,1593,79000000000,101389829
1585,1593,80000000000,101400997
1585,1593,81000000000,101412670
1585,1593,82000000000,101424854
1585,1593,83000000000,101437542
1585,1593,84000000000,105322775
1585,1593,85000000000,105313056
1585,1593,86000000000,105303961
1585,1593,87000000000,105295496
1585,1593,88000000000,105287656
1585,1593,89000000000,105280456
1585,1593,90000000000,105273885
1585,1593,91000000000,105267959
1585,1593,92000000000,105262668
1585,1593,93000000000,105258029
1585,1593,94000000000,105254030
1585,1593,95000000000,105250682
1585,1593,96000000000,105247982
1585,1593,97000000000,105245937
1585,1593,98000000000,105244547
1585,1593,99000000000,105243814
1585,1593,100000000000,105243740
1585,1593,101000000000,105244326
1585,1593,102000000000,105245578
1585,1593,103000000000,105247488
1585,1593,104000000000,105250073
1585,1593,105000000000,105253316
1585,1593,106000000000,105257238
1585,1593,107000000000,110142546
1585,1593,108000000000,110162707
1585,1593,109000000000,110183622
1585,1593,110000000000,110205291
1585,1593,111000000000,110227701
1585,1593,112000000000,110250865
1585,1593,113000000000,110274764
1585,1593,114000000000,110299402
1585,1593,115000000000,110324770
1585,1593,116000000000,110350871
1585,1593,117000000000,110377696
1585,1593,118000000000,110405242
1585,1593,119000000000,110433508
1585,1593,120000000000,110462486
1585,1593,121000000000,110492175
1585,1593,122000000000,110522566
1585,1593,123000000000,110553662
1585,1593,124000000000,110585455
1585,1593,125000000000,110617940
1585,1593,126000000000,110651113
1585,1593,127000000000,110684974
1585,1593,128000000000,110719512
1585,1593,129000000000,110754728
1585,1593,130000000000,110790614
1585,1593,131000000000,110827169
1585,1593,132000000000,110864381
1585,1593,133000000000,110902253
1585,1593,134000000000,110940780
1585,1593,135000000000,110979955
1585,1593,136000000000,111019769
1585,1593,137000000000,111060228
1585,1593,138000000000,111101318
1585,1593,139000000000,111143039
1585,1593,140000000000,111185381
1585,1593,141000000000,111228341
1585,1593,142000000000,111271922
1585,1593,143000000000,111316106
1585,1593,144000000000,111360897
1585,1593,145000000000,111406285
1585,1593,146000000000,111452265
1585,1593,147000000000,111498838
1585,1593,148000000000,111545995
1585,1593,149000000000,111593726
1585,1593,150000000000,111642028
1585,1593,151000000000,111690895
1585,1593,152000000000,111740332
1585,1593,153000000000,111790316
1585,1593,154000000000,111840858
1585,1593,155000000000,111891941
1585,1593,156000000000,111943569
1585,1593,157000000000,111995723
1585,1593,158000000000,112048433
1585,1593,159000000000,112101641
1585,1593,160000000000,112155372
1585,1593,161000000000,112209615
1585,1593,162000000000,112264364
1585,1593,163000000000,112319616
1585,1593,164000000000,112375362
1585,1593,165000000000,112431597
1585,1593,166000000000,112488321
1585,1593,167000000000,112545521
1585,1593,168000000000,112603193
1585,1593,169000000000,112661347
1585,1593,170000000000,112716169
1585,1593,171000000000,112716176
1585,1593,172000000000,112716801
1585,1593,173000000000,112718053
1585,1593,174000000000,112719922
1585,1593,175000000000,112722404
1585,1593,176000000000,112725510
1585,1593,177000000000,112729230
1585,1593,178000000000,112733556
1585,1593,179000000000,112738505
1585,1593,180000000000,112744066
1585,1593,181000000000,112750233
1585,1593,182000000000,112757013
1585,1593,183000000000,112764393
1585,1593,184000000000,112772382
1585,1593,185000000000,112780976
1585,1593,186000000000,112790170
1585,1593,187000000000,112799967
1585,1593,188000000000,112810360
1585,1593,189000000000,112821351
1585,1593,190000000000,112832935
1585,1593,191000000000,112845116
1585,1593,192000000000,112857889
1585,1593,193000000000,112871253
1585,1593,194000000000,112884986
1585,1593,195000000000,112898044
1585,1593,196000000000,112911693
1585,1593,197000000000,112925921
1585,1593,198000000000,112940736
1585,1593,199000000000,112956128
