time_s,RTT_ms
0,56.79630873168931
1,56.795474821451315
2,56.79465258595665
3,56.79383868956437
4,56.79303813573589
5,56.79224925665075
6,56.791468716667985
7,56.790703187069504
8,56.789944328752924
9,56.78920048082063
10,56.78846497199072
11,56.7877444735451
12,56.787032314201845
13,56.78633182960193
14,56.78564468756582
15,56.78496755245257
16,56.784303759903125
17,56.78364497081511
18,56.78300452775233
19,56.782374091612404
20,56.78175199457486
21,56.781141572280646
22,56.78054449255024
23,56.77996075538365
24,56.77938535731943
25,56.77882163399855
26,56.77826958542099
27,56.777730879407244
28,56.77720051249588
29,56.77668348814832
30,56.7761781385441
31,56.77568613150368
32,56.77520246356564
33,56.77473213819142
34,56.77427348756052
35,56.77382651167295
36,56.773389542708244
37,56.772964248486865
38,56.772553964649774
39,56.772152019915055
40,56.77176174992368
41,56.77138649031658
42,56.77102290545281
43,56.77066599187095
44,56.77032575649385
45,56.7699955280396
46,56.76967864214917
47,56.76937176318158
48,56.76907822677781
49,56.76879636511737
50,56.76852451037978
51,56.768265998206
52,56.76802082859603
53,56.76778733372939
54,56.76756718142656
55,56.76735870386706
56,56.76716023323042
57,56.766975105157584
58,56.76680331964855
59,56.76664320888286
60,56.766496440680974
61,56.766359679401944
62,56.766237928507195
63,56.76612785235578
64,56.76602778312722
65,56.765942724282944
66,56.765869340182
67,56.76581096646534
68,56.76576259967154
69,56.76572590762107
70,56.765705893775355
71,56.765697554672975
72,56.765697554672975
73,56.76571756851869
74,56.765744253646304
75,56.765789284799155
76,56.765842655054385
77,56.765912703514374
78,56.7659944267177
79,56.76608782466435
80,56.76619623299529
81,56.76631631606956
82,56.766453077348594
83,56.76659984555049
84,56.766761624136656
85,56.766936745286635
86,56.76712354117995
87,56.76732534745754
88,56.767543831939896
89,56.767772323345106
90,56.76801415731413
91,56.76827100166743
92,56.76854285640501
93,56.76882805370641
94,56.769124925751136
95,56.76944014382109
96,56.76976703663439
97,56.770107272011494
98,56.77046251777288
99,56.77083277391855
100,56.771216372628025
101,56.77161498172179
102,56.77202693337936
103,56.772453895421215
104,56.772895867847346
105,56.77335451847825
106,56.77382484385247
107,56.77431184743146
108,56.77481219357426
109,56.775327550101345
110,56.775859584833185
111,56.77640496212884
112,56.77696701762924
113,56.77754575133441
114,56.77813449196243
115,56.77874324643617
116,56.77936534347372
117,56.78000411871602
118,56.78065957216309
119,56.781330035994436
120,56.78201217456912
121,56.782714326989506
122,56.78343315761466
123,56.784166998624094
124,56.78491751783829
125,56.78568137961629
126,56.78646358741953
127,56.787260805607055
128,56.78807470199934
129,56.788908612237336
130,56.78975586503914
131,56.79062146386618
132,56.79150374089798
133,56.79239936049358
134,56.79331666175538
135,56.79424730558098
136,56.79519629543182
137,56.7961636313079
138,56.797149313209204
139,56.79814833767433
140,56.79917071162611
141,56.80020809596218
142,56.801258822862046
143,56.80233289924858
144,56.803423653839886
145,56.80453275445642
146,56.805660201098185
147,56.80680432594472
148,56.80796679681648
149,56.80914594589301
150,56.810348444456196
151,56.81156762122415
152,56.812803476196855
153,56.81406268065623
154,56.81533522767941
155,56.81663112418926
156,56.81794536672434
157,56.81927962310513
158,56.820630557690684
159,56.82199983830147
160,56.8233941362194
161,56.82480678016256
162,56.82623610231049
163,56.82768877394508
164,56.829158123784424
165,56.83065082311043
166,56.83216520410263
167,56.83369793112007
168,56.83524900416274
169,56.83682342669208
170,56.83841786306712
171,56.840033981108355
172,56.84167178081578
173,56.84333126218939
174,56.845010757408716
175,56.84671026647375
176,56.84843479284592
177,56.850181000884284
178,56.85194555494788
179,56.85373512631862
180,56.85554804717602
181,56.85737931405866
182,56.85923559824844
183,56.86111523192488
184,56.863014879447036
185,56.864939544276325
186,56.86688922641276
187,56.86885725457443
188,56.870851967863715
189,56.87286836281919
190,56.874911442902274
191,56.87697453683108
192,56.87906264806702
193,56.8811757766101
194,56.88331392246032
195,56.885473749976725
196,56.88766026262075
197,56.88987179257191
198,56.89210667200974
199,56.89436823657518
