time_delta,S0_o,S0_n,S0_h_km,S0_i,S0_e,S0_p,throughput_Gbps,total_accommodated_flow,NS_selt,EW_selt,NESW_selt,HG_selt,LG_selt,dead_GS_count,GS_coverage_metric,NS_sth,EW_sth,HG_sth,LG_sth,NESW_sth,NS_cnt,EW_cnt,HG_cnt,LG_cnt,NESW_cnt
0.0,44,30,1325.0,50.88,10,50.0,2062.792088394612,14.840131494975918,19.557522123893804,14.33530280649926,15.213385063045587,10.878883208808494,11.194539249146757,0,257.0298378773886,1.265454330161638,1.2037837901961734,1.1040700433609383,2.5331679761442443,1.241419400001976,3.0,3.0,3.0,3.0,3.0
0.0,15,88,1325.0,50.88,10,50.0,1985.9437243999735,14.49688279784491,17.25663716814159,13.663220088626293,14.059165858389914,10.817931576877704,10.477815699658704,0,257.027937237389,1.275360457072315,1.2020659301511127,1.100407080334631,2.517279250977288,1.241366905044001,3.0,3.0,3.0,3.0,3.0
0.0,10,132,1325.0,50.88,10,50.0,1955.2624938326726,14.226327224319535,16.548672566371682,12.858197932053175,14.088263821532493,10.63704286276052,9.795221843003413,0,256.961083730127,1.2678458479602115,1.2052806854521572,1.1003829334423005,2.6325417325525056,1.2466767909495082,3.0,3.0,3.0,3.0,3.0
0.0,30,44,1325.0,50.88,10,50.0,2079.6241945820534,14.82526931273178,20.707964601769913,14.276218611521418,15.23278370514064,10.888714117184428,11.928327645051194,0,257.0698151733326,1.2657658198087522,1.2019987788052058,1.1010737215766886,2.5179700474883946,1.242683272613311,3.0,3.0,3.0,3.0,3.0
0.0,33,40,1325.0,50.88,10,50.0,2095.7049656431836,14.965402201328072,19.20353982300885,14.025110782865582,15.30552861299709,10.9673613841919,12.35494880546075,0,257.0194251326567,1.265735344605768,1.2027986164263074,1.101195886822969,2.502418294870824,1.242315136993062,3.0,3.0,3.0,3.0,3.0
0.0,110,12,1325.0,50.88,10,50.0,2286.875505490707,16.059498564373644,21.460176991150444,15.243722304283605,16.071774975751698,12.182461659457333,13.831058020477816,0,257.0305253277406,1.2656444493564927,1.2052509930352138,1.1030861463117592,2.551716311434537,1.2424973699251538,3.0,3.0,3.0,3.0,3.0
0.0,60,22,1325.0,50.88,10,50.0,2123.8257440241528,15.688930561355372,18.893805309734514,14.785819793205318,15.562560620756546,11.337003539127014,11.629692832764507,0,257.0614149611858,1.2645358932746267,1.2019859017827041,1.1024815524439784,2.4981615759002764,1.2414306257557326,3.0,3.0,3.0,3.0,3.0
0.0,20,66,1325.0,50.88,10,50.0,2047.9634078360714,14.108294812442857,19.070796460176993,14.224519940915807,14.573229873908828,10.60558395595753,11.339590443686006,0,257.02935135708844,1.2645358932746267,1.2036675422007812,1.1003159917468348,2.5291102364779388,1.242306338058362,3.0,3.0,3.0,3.0,3.0
0.0,40,33,1325.0,50.88,10,50.0,2054.8078297824763,14.729966202428049,20.353982300884958,14.290989660265879,15.20368574199806,10.900511207235548,11.160409556313994,0,257.0887068088429,1.2645358932746267,1.2041248554068178,1.1044168940343722,2.5020830467148594,1.2416482253967442,3.0,3.0,3.0,3.0,3.0
0.0,120,11,1325.0,50.88,10,50.0,2293.1650386761416,16.277778650605583,20.97345132743363,15.406203840472674,16.469447138700293,12.339756193472278,13.916382252559728,0,257.0486016502677,1.264535468098331,1.2056321858744448,1.1042518426198658,2.541634274979334,1.244772050035079,3.0,3.0,3.0,3.0,3.0
