352,360,0,88338900
352,360,1000000000,88343444
352,360,2000000000,88347996
352,360,3000000000,88352558
352,360,4000000000,88357124
352,360,5000000000,88361697
352,360,6000000000,88366279
352,360,7000000000,88370867
352,360,8000000000,88375462
352,360,9000000000,88380065
352,360,10000000000,88384674
352,360,11000000000,88389293
352,360,12000000000,88393917
352,360,13000000000,88398548
352,360,14000000000,88403191
352,360,15000000000,88407836
352,360,16000000000,88412494
352,360,17000000000,88417156
352,360,18000000000,88421826
352,360,19000000000,88426506
352,360,20000000000,88423292
352,360,21000000000,88419357
352,360,22000000000,88415422
352,360,23000000000,88411492
352,360,24000000000,88407561
352,360,25000000000,88403633
352,360,26000000000,88399706
352,360,27000000000,88395780
352,360,28000000000,88391858
352,360,29000000000,88387936
352,360,30000000000,88383995
352,360,31000000000,88380076
352,360,32000000000,88376160
352,360,33000000000,88372243
352,360,34000000000,88368330
352,360,35000000000,88364416
352,360,36000000000,88360505
352,360,37000000000,88356594
352,360,38000000000,88352686
352,360,39000000000,88348761
352,360,40000000000,88344852
352,360,41000000000,88340947
352,360,42000000000,88337042
352,360,43000000000,88333140
352,360,44000000000,88329236
352,360,45000000000,88325336
352,360,46000000000,88321435
352,360,47000000000,88317536
352,360,48000000000,88313638
352,360,49000000000,88309738
352,360,50000000000,88305843
352,360,51000000000,88301945
352,360,52000000000,88298050
352,360,53000000000,88294155
352,360,54000000000,88290260
352,360,55000000000,88286368
352,360,56000000000,88282473
352,360,57000000000,88278581
352,360,58000000000,88274690
352,360,59000000000,88270798
352,360,60000000000,88266908
352,360,61000000000,88263019
352,360,62000000000,88259127
352,360,63000000000,88255237
352,360,64000000000,88251349
352,360,65000000000,88247457
352,360,66000000000,88243571
352,360,67000000000,88239682
352,360,68000000000,88235792
352,360,69000000000,88231905
352,360,70000000000,88228018
352,360,71000000000,88224128
352,360,72000000000,88220239
352,360,73000000000,88216353
352,360,74000000000,88212465
352,360,75000000000,88208576
352,360,76000000000,87406277
352,360,77000000000,87408111
352,360,78000000000,87409943
352,360,79000000000,87411770
352,360,80000000000,87413597
352,360,81000000000,87415423
352,360,82000000000,87417243
352,360,83000000000,87419062
352,360,84000000000,87420878
352,360,85000000000,87422691
352,360,86000000000,87424502
352,360,87000000000,87426310
352,360,88000000000,87428114
352,360,89000000000,87429916
352,360,90000000000,87431715
352,360,91000000000,87433511
352,360,92000000000,87435305
352,360,93000000000,87437094
352,360,94000000000,87438881
352,360,95000000000,87440665
352,360,96000000000,87442447
352,360,97000000000,87444225
352,360,98000000000,87446001
352,360,99000000000,87447772
352,360,100000000000,87449541
352,360,101000000000,87451307
352,360,102000000000,87453070
352,360,103000000000,87454827
352,360,104000000000,87456584
352,360,105000000000,87458338
352,360,106000000000,87460087
352,360,107000000000,87461832
352,360,108000000000,87463575
352,360,109000000000,87465315
352,360,110000000000,87467052
352,360,111000000000,87468784
352,360,112000000000,87470512
352,360,113000000000,87472219
352,360,114000000000,87473939
352,360,115000000000,87475659
352,360,116000000000,87477375
352,360,117000000000,87479087
352,360,118000000000,87480796
352,360,119000000000,87482499
352,360,120000000000,87484201
352,360,121000000000,87485899
352,360,122000000000,87487592
352,360,123000000000,87489283
352,360,124000000000,87490969
352,360,125000000000,87492653
352,360,126000000000,87494331
352,360,127000000000,87496006
352,360,128000000000,87497656
352,360,129000000000,87499326
352,360,130000000000,87500991
352,360,131000000000,87502651
352,360,132000000000,87504309
352,360,133000000000,87505960
352,360,134000000000,87507611
352,360,135000000000,87509255
352,360,136000000000,87510897
352,360,137000000000,87512536
352,360,138000000000,87514169
352,360,139000000000,87515797
352,360,140000000000,87517423
352,360,141000000000,87519047
352,360,142000000000,87520665
352,360,143000000000,87522279
352,360,144000000000,87523891
352,360,145000000000,87525497
352,360,146000000000,87527099
352,360,147000000000,87528696
352,360,148000000000,87530291
352,360,149000000000,87531883
352,360,150000000000,87533469
352,360,151000000000,87535052
352,360,152000000000,87536631
352,360,153000000000,85977605
352,360,154000000000,85982615
352,360,155000000000,85987654
352,360,156000000000,85992723
352,360,157000000000,85997818
352,360,158000000000,86002930
352,360,159000000000,86008086
352,360,160000000000,86013269
352,360,161000000000,86018484
352,360,162000000000,86023727
352,360,163000000000,86028998
352,360,164000000000,86034300
352,360,165000000000,86039631
352,360,166000000000,86044992
352,360,167000000000,86050381
352,360,168000000000,86055802
352,360,169000000000,86061249
352,360,170000000000,86066728
352,360,171000000000,86072235
352,360,172000000000,86077774
352,360,173000000000,86083340
352,360,174000000000,86088938
352,360,175000000000,86094564
352,360,176000000000,86100221
352,360,177000000000,86105906
352,360,178000000000,86111623
352,360,179000000000,86117367
352,360,180000000000,86123144
352,360,181000000000,86128949
352,360,182000000000,86134785
352,360,183000000000,86140635
352,360,184000000000,86146531
352,360,185000000000,86152459
352,360,186000000000,86158414
352,360,187000000000,86164400
352,360,188000000000,86170418
352,360,189000000000,86176463
352,360,190000000000,86182540
352,360,191000000000,86188648
352,360,192000000000,86194786
352,360,193000000000,86200954
352,360,194000000000,86207134
352,360,195000000000,86213365
352,360,196000000000,86219625
352,360,197000000000,86225915
352,360,198000000000,86232237
352,360,199000000000,86238588
