o,n,h,i,e,p,gbps,time_s,total_sat
72,10,575.0,31.4,11.5,50.0,2809.1285450331343,13349.67842902895,720
144,11,554.9,38.2,12.1,50.0,4750.418470713891,26139.615665588062,1584
324,12,545.0,45.2,14.9,37.72,8110.627957044536,72540.32331340003,3888
68,17,625.0,42.9,14.4,50.0,3560.260909990967,19574.109612769098,1156
323,10,631.1,43.1,16.6,49.47,7365.407878970113,61649.708147848025,3230
336,10,520.0,47.2,14.5,37.4,7589.833430954934,64488.08112913591,3360
